Country,avg_obesity,avg_malnutrition
Nigeria,4.467604324673161,11.889186729084361
China,8.621578494707743,4.319780365987257
India,3.4297812418504194,22.142360730604693
Brazil,16.61302750760859,2.6853546048655654
